"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","JobInvolvement","PerformanceRating","Tot.logged.hours","Avg.logged.hours","Tot.leaves.taken","Tot.excess.logged","Avg.excess.logged"
"2575",2575,45,"No","Travel_Frequently","Research & Development",8,4,"Life Sciences",1,"Female",2,"Manager","Single",29940,4,"Y",18,8,1,12,2,4,0,3,2,3,3,3,3,1892.6,7.79,6,51.4,0.21
"2576",2576,33,"No","Travel_Rarely","Sales",1,3,"Life Sciences",1,"Female",5,"Sales Executive","Single",12230,1,"Y",13,8,1,10,3,10,0,9,2,3,2,3,3,1514.8,6.36,11,389.2,1.64
"2577",2577,28,"No","Travel_Frequently","Sales",8,3,"Life Sciences",1,"Male",4,"Research Scientist","Married",11180,1,"Y",11,8,0,7,3,7,0,7,3,4,3,3,3,2511.8,10.6,12,615.8,2.6
"2578",2578,29,"Yes","Travel_Frequently","Human Resources",2,4,"Human Resources",1,"Male",2,"Sales Executive","Single",28750,1,"Y",11,8,0,1,3,1,0,0,3,1,3,3,3,1656.9,6.79,5,295.1,1.21
"2579",2579,39,"No","Non-Travel","Research & Development",8,5,"Medical",1,"Female",2,"Sales Representative","Married",188240,6,"Y",19,8,1,10,4,3,1,2,1,3,3,3,3,1444.3,6.28,19,395.7,1.72
"2580",2580,27,"No","Travel_Rarely","Sales",3,2,"Technical Degree",1,"Male",2,"Healthcare Representative","Married",135770,1,"Y",12,8,1,6,2,5,1,2,2,2,2,3,3,1784,7.28,4,176,0.72
"2581",2581,34,"No","Travel_Frequently","Research & Development",9,4,"Life Sciences",1,"Female",2,"Manufacturing Director","Married",26250,1,"Y",12,8,3,16,4,15,6,11,3,4,3,3,3,2171.2,8.9,5,219.2,0.9
"2582",2582,28,"Yes","Travel_Rarely","Research & Development",25,3,"Technical Degree",1,"Male",1,"Research Director","Single",187890,3,"Y",16,8,1,6,4,2,2,2,4,3,3,3,3,2244.2,9.39,10,332.2,1.39
"2583",2583,47,"No","Non-Travel","Research & Development",1,4,"Medical",1,"Male",1,"Research Scientist","Married",45380,8,"Y",11,8,0,16,3,8,1,7,3,2,4,3,3,1421,6,12,475,2
"2584",2584,56,"No","Travel_Rarely","Research & Development",4,3,"Technical Degree",1,"Female",2,"Sales Executive","Married",198470,4,"Y",14,8,0,6,6,0,0,0,4,1,3,3,3,1834.5,7.91,17,21.5,0.09
"2585",2585,39,"No","Travel_Rarely","Research & Development",1,3,"Other",1,"Female",1,"Laboratory Technician","Married",105120,1,"Y",12,8,1,10,2,10,7,9,1,1,3,3,3,1705.7,7.02,6,238.3,0.98
"2586",2586,38,"No","Travel_Frequently","Research & Development",4,2,"Medical",1,"Female",1,"Manager","Divorced",44440,1,"Y",13,8,0,20,2,20,0,7,4,2,3,3,3,2570.6,10.8,11,666.6,2.8
"2587",2587,58,"No","Travel_Rarely","Sales",5,3,"Marketing",1,"Male",5,"Sales Representative","Married",21540,4,"Y",21,8,1,29,3,1,0,0,4,4,2,3,4,2321.8,9.88,14,441.8,1.88
"2588",2588,32,"Yes","Travel_Frequently","Research & Development",9,3,"Life Sciences",1,"Male",2,"Laboratory Technician","Single",191900,3,"Y",17,8,1,8,2,4,0,3,1,3,3,3,3,2401.4,10.22,14,521.4,2.22
"2589",2589,38,"No","Travel_Rarely","Research & Development",3,4,"Life Sciences",1,"Female",1,"Sales Representative","Divorced",44900,2,"Y",21,8,1,10,1,5,0,3,2,4,4,3,4,1827.4,7.61,9,92.6,0.39
"2590",2590,49,"No","Travel_Frequently","Sales",11,4,"Life Sciences",1,"Male",2,"Research Scientist","Married",35060,3,"Y",11,8,1,28,4,5,4,3,2,4,3,2,3,1508.3,6.34,11,395.7,1.66
"2591",2591,42,"No","Travel_Rarely","Sales",1,3,"Life Sciences",1,"Female",1,"Sales Executive","Divorced",23720,3,"Y",12,8,1,14,3,0,0,0,2,4,3,3,3,2044.8,8.7,14,164.8,0.7
"2592",2592,27,"Yes","Travel_Frequently","Sales",8,1,"Life Sciences",1,"Male",4,"Laboratory Technician","Married",102310,1,"Y",13,8,1,1,2,1,0,0,1,2,3,3,3,1497,6.45,17,359,1.55
"2593",2593,35,"No","Travel_Rarely","Research & Development",25,1,"Medical",1,"Male",1,"Sales Executive","Married",54100,0,"Y",18,8,0,6,4,5,0,4,2,1,1,3,3,1557.4,6.6,13,330.6,1.4
"2594",2594,28,"No","Non-Travel","Research & Development",21,1,"Medical",1,"Male",3,"Research Scientist","Single",79780,1,"Y",16,8,2,5,2,5,1,4,3,3,2,3,3,1526.5,6.67,20,305.5,1.33
"2595",2595,31,"No","Non-Travel","Sales",23,1,"Medical",1,"Male",1,"Sales Executive","Divorced",38670,1,"Y",11,8,1,4,4,4,2,3,3,1,4,4,3,2376.9,9.78,6,432.9,1.78
"2596",2596,36,"No","Non-Travel","Research & Development",1,3,"Life Sciences",1,"Male",2,"Research Scientist","Married",28380,1,"Y",19,8,2,5,5,5,0,2,1,2,3,1,3,1701.4,7.09,9,218.6,0.91
"2597",2597,34,"No","Travel_Rarely","Sales",2,3,"Marketing",1,"Male",4,"Healthcare Representative","Single",46950,1,"Y",16,8,1,14,2,14,2,1,1,4,2,3,3,1390.4,5.99,17,465.6,2.01
"2598",2598,34,"No","Travel_Rarely","Research & Development",19,3,"Technical Degree",1,"Female",1,"Research Director","Divorced",33390,1,"Y",16,8,0,9,2,8,1,1,4,3,2,2,3,1622.2,6.76,9,297.8,1.24
"2599",2599,26,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences",1,"Male",2,"Research Scientist","Single",20800,0,"Y",13,8,0,8,6,7,7,6,3,1,2,4,3,1542.6,6.8,22,273.4,1.2
"2600",2600,29,"No","Travel_Rarely","Research & Development",2,4,"Other",1,"Male",2,"Laboratory Technician","Married",20960,0,"Y",22,8,0,6,2,5,0,2,1,1,2,4,4,1798,7.75,17,58,0.25
"2601",2601,32,"No","Non-Travel","Research & Development",3,1,"Life Sciences",1,"Male",3,"Manager","Divorced",62090,5,"Y",17,8,1,9,5,5,1,2,3,4,3,4,3,1538.3,6.6,16,325.7,1.4
"2602",2602,31,"No","Travel_Frequently","Research & Development",25,5,"Technical Degree",1,"Female",2,"Human Resources","Married",180610,1,"Y",14,8,1,10,2,10,8,7,4,1,3,3,3,1643.9,6.88,10,268.1,1.12
"2603",2603,28,"Yes","Travel_Rarely","Sales",7,5,"Life Sciences",1,"Female",2,"Sales Representative","Divorced",171230,5,"Y",15,8,1,6,2,4,0,3,3,4,2,2,3,1465.3,6.29,16,398.7,1.71
"2604",2604,38,"No","Travel_Rarely","Research & Development",9,2,"Technical Degree",1,"Male",3,"Sales Representative","Single",23720,4,"Y",12,8,0,20,3,1,0,0,1,1,2,2,3,1680.2,7.18,15,191.8,0.82
"2605",2605,35,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences",1,"Male",2,"Sales Representative","Married",48830,1,"Y",18,8,1,10,1,10,0,9,3,4,3,1,3,2113.3,8.81,9,193.3,0.81
"2606",2606,27,"No","Travel_Rarely","Sales",2,3,"Life Sciences",1,"Female",1,"Manager","Single",39040,1,"Y",15,8,0,7,2,7,0,7,4,4,3,3,3,1828.4,7.92,18,19.6,0.08
"2607",2607,32,"No","Travel_Rarely","Research & Development",8,1,"Medical",1,"Female",2,"Research Scientist","Single",46270,8,"Y",17,8,1,8,2,1,0,0,4,4,3,2,3,1779.8,7.29,5,172.2,0.71
"2608",2608,31,"Yes","Travel_Frequently","Research & Development",2,1,"Other",1,"Male",3,"Sales Executive","Married",70940,1,"Y",14,8,1,10,2,10,0,8,1,4,3,3,3,2432.1,10.31,13,544.1,2.31
"2609",2609,53,"Yes","Travel_Rarely","Research & Development",18,3,"Medical",1,"Male",1,"Research Scientist","Single",34230,6,"Y",15,8,1,15,4,2,2,2,1,1,2,3,3,2538.3,10.8,14,658.3,2.8
"2610",2610,54,"No","Travel_Rarely","Research & Development",14,3,"Other",1,"Male",3,"Research Scientist","Married",66740,3,"Y",17,8,1,9,2,4,2,3,1,3,2,3,3,1811,7.91,20,21,0.09
"2611",2611,33,"No","Travel_Frequently","Research & Development",2,4,"Medical",1,"Female",4,"Sales Executive","Divorced",168800,1,"Y",14,8,3,9,2,9,2,8,4,3,3,3,3,1830,7.89,17,26,0.11
"2612",2612,43,"No","Travel_Rarely","Research & Development",3,3,"Medical",1,"Male",1,"Research Scientist","Married",90940,1,"Y",12,8,1,10,0,10,0,9,1,3,3,3,3,1722.8,7.49,19,117.2,0.51
"2613",2613,38,"No","Travel_Frequently","Research & Development",2,5,"Medical",1,"Female",4,"Sales Executive","Married",84460,0,"Y",14,8,0,7,3,6,1,2,4,2,3,2,3,1915.9,8.02,10,3.89999999999999,0.02
"2614",2614,55,"No","Travel_Rarely","Sales",9,3,"Marketing",1,"Male",2,"Laboratory Technician","Married",119160,4,"Y",15,8,1,35,3,10,1,4,3,2,3,2,3,1952.5,8.24,12,56.5,0.24
"2615",2615,31,"No","Travel_Rarely","Sales",6,3,"Other",1,"Male",1,"Manufacturing Director","Divorced",45340,1,"Y",13,8,0,1,2,1,0,0,4,4,3,3,3,2613.2,10.8,7,677.2,2.8
"2616",2616,39,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences",1,"Male",2,"Sales Executive","Single",98520,0,"Y",12,8,1,21,5,20,11,10,2,1,3,2,3,1482.1,6.1,6,461.9,1.9
"2617",2617,42,"No","Non-Travel","Research & Development",10,4,"Life Sciences",1,"Female",2,"Research Scientist","Single",61510,1,"Y",13,8,1,20,3,20,3,7,4,3,3,3,3,1536.3,6.59,16,327.7,1.41
"2618",2618,31,"No","Non-Travel","Research & Development",14,2,"Life Sciences",1,"Male",2,"Healthcare Representative","Married",23020,4,"Y",14,8,0,13,3,11,4,8,3,3,4,3,3,1400.5,6.12,20,431.5,1.88
"2619",2619,54,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",2,"Human Resources","Single",23620,6,"Y",13,8,1,9,2,5,1,4,3,1,3,4,3,2406.7,10.46,19,566.7,2.46
"2620",2620,24,"No","Travel_Rarely","Research & Development",5,4,"Other",1,"Male",1,"Manufacturing Director","Single",178610,1,"Y",11,8,2,4,5,4,1,2,2,3,2,1,3,1664.2,6.88,7,271.8,1.12
"2621",2621,23,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences",1,"Male",2,"Research Scientist","Single",191870,1,"Y",11,8,1,5,2,5,1,4,4,4,4,3,3,1607.3,6.99,19,232.7,1.01
"2622",2622,40,"No","Travel_Frequently","Research & Development",21,3,"Medical",1,"Female",3,"Research Scientist","Married",197170,1,"Y",21,8,0,10,1,10,9,4,4,3,4,2,4,1796.3,7.81,19,43.7,0.19
"2623",2623,40,"No","Travel_Rarely","Research & Development",8,1,"Medical",1,"Female",5,"Research Scientist","Married",35440,3,"Y",18,8,3,15,3,11,5,10,2,2,3,2,3,1495.3,6.2,8,432.7,1.8
"2624",2624,25,"No","Travel_Rarely","Sales",20,5,"Medical",1,"Female",2,"Laboratory Technician","Married",85000,4,"Y",12,8,0,6,2,2,1,2,3,2,3,3,3,1459.7,6.19,13,428.3,1.81
"2625",2625,30,"No","Travel_Rarely","Human Resources",20,4,"Life Sciences",1,"Male",2,"Research Scientist","Married",46610,1,"Y",11,8,0,12,3,12,1,7,4,2,2,2,3,1466.3,6.08,8,461.7,1.92
"2626",2626,25,"No","Travel_Rarely","Research & Development",7,2,"Medical",1,"Male",5,"Sales Executive","Divorced",41030,6,"Y",15,8,1,7,2,2,0,2,4,3,2,3,3,2342.4,10.18,19,502.4,2.18
"2627",2627,47,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Male",2,"Sales Executive","Single",42490,2,"Y",13,8,1,25,2,17,12,11,1,3,3,2,3,1833.7,7.8,14,46.3,0.2
"2628",2628,33,"No","Non-Travel","Research & Development",1,3,"Life Sciences",1,"Male",2,"Research Scientist","Divorced",140260,1,"Y",12,8,0,1,4,1,0,0,2,3,2,3,3,1458.7,6.21,14,421.3,1.79
"2629",2629,38,"No","Travel_Rarely","Research & Development",19,3,"Life Sciences",1,"Female",2,"Sales Executive","Married",68930,0,"Y",17,8,0,16,3,15,5,8,4,2,3,3,3,1900.4,7.89,8,27.6,0.11
"2630",2630,31,"No","Travel_Rarely","Research & Development",10,4,"Medical",1,"Female",3,"Sales Executive","Married",61250,0,"Y",13,8,1,3,3,2,1,2,1,3,3,3,3,1736.3,7.2,8,191.7,0.8
"2631",2631,38,"No","Travel_Frequently","Research & Development",1,4,"Other",1,"Male",2,"Research Scientist","Married",36690,2,"Y",19,8,0,10,2,8,7,7,1,3,3,3,3,1580.9,6.51,6,363.1,1.49
"2632",2632,42,"No","Travel_Rarely","Research & Development",6,3,"Medical",1,"Male",2,"Laboratory Technician","Divorced",100080,6,"Y",19,8,1,9,3,4,1,2,4,1,2,1,3,2326.4,9.82,12,430.4,1.82
"2633",2633,41,"No","Travel_Rarely","Sales",2,2,"Medical",1,"Male",1,"Healthcare Representative","Married",23870,3,"Y",17,8,1,12,1,5,1,0,4,4,3,1,3,1822.2,7.69,12,73.8,0.31
"2634",2634,47,"No","Non-Travel","Research & Development",21,2,"Medical",1,"Male",1,"Sales Executive","Married",46390,0,"Y",11,8,1,14,2,13,5,12,3,2,1,2,3,1672.3,7.18,16,191.7,0.82
"2635",2635,35,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences",1,"Male",2,"Healthcare Representative","Married",78980,7,"Y",15,8,0,5,2,2,2,2,4,3,3,2,3,2524.7,10.43,7,588.7,2.43
"2636",2636,22,"No","Travel_Rarely","Human Resources",12,1,"Human Resources",1,"Male",2,"Sales Executive","Single",25340,0,"Y",11,8,0,4,1,3,1,2,4,3,4,3,3,1564.2,6.44,6,379.8,1.56
"2637",2637,35,"No","Travel_Rarely","Research & Development",9,3,"Medical",1,"Female",2,"Sales Executive","Single",131420,1,"Y",25,8,2,10,4,10,0,8,2,3,3,3,4,1885.2,8.02,14,5.19999999999999,0.02
"2638",2638,33,"No","Travel_Rarely","Sales",3,4,"Medical",1,"Male",3,"Healthcare Representative","Married",16110,0,"Y",14,8,0,10,2,9,8,1,2,4,3,2,3,2154.8,9.09,12,258.8,1.09
"2639",2639,32,"No","Travel_Rarely","Research & Development",3,2,"Technical Degree",1,"Male",3,"Manufacturing Director","Single",53630,1,"Y",13,8,0,6,4,6,4,1,3,2,3,3,3,1688.2,7,8,239.8,1
"2640",2640,40,"No","Travel_Rarely","Research & Development",1,4,"Medical",1,"Male",2,"Research Director","Married",50710,8,"Y",17,8,1,8,3,1,0,0,1,4,2,2,3,1503,6.19,6,441,1.81
"2641",2641,32,"No","Travel_Rarely","Research & Development",1,2,"Medical",1,"Male",3,"Sales Executive","Married",136950,0,"Y",13,8,0,3,3,2,2,2,2,2,3,3,3,1381.2,6.01,19,458.8,1.99
"2642",2642,39,"No","Travel_Rarely","Research & Development",4,4,"Life Sciences",1,"Male",1,"Sales Executive","Single",134020,7,"Y",14,8,1,18,1,7,1,7,1,4,3,3,3,1924.5,8.02,9,4.49999999999999,0.02
"2643",2643,38,"No","Travel_Rarely","Sales",20,4,"Medical",1,"Female",2,"Research Director","Married",20290,3,"Y",11,8,1,20,3,18,1,11,2,3,3,2,3,1846,8.03,19,5.99999999999999,0.03
"2644",2644,32,"No","Travel_Rarely","Research & Development",18,3,"Life Sciences",1,"Male",2,"Manager","Married",63770,1,"Y",12,8,2,14,3,14,5,7,3,4,3,3,3,1909,7.89,7,27,0.11
"2645",2645,37,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Female",4,"Sales Executive","Married",54290,1,"Y",17,8,1,16,3,16,6,8,3,4,3,3,3,2251.1,9.42,10,339.1,1.42
"2646",2646,25,"No","Travel_Rarely","Research & Development",2,4,"Medical",1,"Female",2,"Manufacturing Director","Divorced",27850,0,"Y",21,8,0,6,2,5,0,4,1,3,2,3,4,1864,8.03,17,7.99999999999999,0.03
"2647",2647,52,"No","Non-Travel","Research & Development",2,4,"Other",1,"Male",1,"Manager","Divorced",46140,2,"Y",16,8,1,16,3,9,0,0,1,4,2,3,3,1655.6,6.81,6,288.4,1.19
"2648",2648,44,"No","Travel_Rarely","Research & Development",8,1,"Life Sciences",1,"Female",1,"Sales Representative","Single",26100,6,"Y",15,8,0,6,2,4,1,2,2,4,3,3,3,2648.8,10.77,3,680.8,2.77
"2649",2649,21,"No","Travel_Rarely","Sales",10,5,"Medical",1,"Male",3,"Research Scientist","Single",66870,1,"Y",19,8,3,2,0,2,1,2,3,1,3,3,3,1905.3,8.21,17,49.3,0.21
"2650",2650,39,"No","Non-Travel","Research & Development",3,4,"Life Sciences",1,"Female",2,"Research Director","Single",47240,2,"Y",12,8,1,21,4,6,1,3,4,4,2,4,3,1427.3,6.32,23,380.7,1.68
"2651",2651,23,"Yes","Travel_Frequently","Research & Development",2,4,"Life Sciences",1,"Female",2,"Manufacturing Director","Married",61790,1,"Y",11,8,0,1,3,1,1,0,4,1,2,3,3,1854.2,7.96,16,9.80000000000001,0.04
"2652",2652,36,"No","Travel_Rarely","Research & Development",24,3,"Life Sciences",1,"Female",2,"Laboratory Technician","Married",61200,0,"Y",19,8,0,10,2,9,3,4,1,4,3,3,3,1793.6,7.83,20,38.4,0.17
"2653",2653,36,"No","Travel_Frequently","Research & Development",16,1,"Medical",1,"Male",2,"Sales Executive","Divorced",105960,7,"Y",15,8,0,18,3,4,0,2,4,2,3,2,3,1862.4,7.83,11,41.6,0.17
"2654",2654,56,"No","Non-Travel","Research & Development",8,1,"Life Sciences",1,"Male",1,"Sales Executive","Divorced",54670,1,"Y",20,8,0,13,6,13,1,9,3,3,2,2,4,1549.9,6.62,15,322.1,1.38
"2655",2655,29,"Yes","Travel_Rarely","Research & Development",9,4,"Medical",1,"Male",2,"Sales Representative","Married",29960,9,"Y",25,8,0,4,4,2,2,2,1,4,4,3,4,2534.5,10.88,16,670.5,2.88
"2656",2656,42,"No","Travel_Rarely","Research & Development",17,1,"Life Sciences",1,"Male",3,"Research Scientist","Married",99980,5,"Y",24,8,2,24,3,22,4,14,1,3,2,2,4,1740.6,7.38,13,147.4,0.62
"2657",2657,56,"Yes","Travel_Rarely","Sales",10,4,"Other",1,"Male",2,"Sales Executive","Married",40780,8,"Y",24,8,1,14,3,10,9,8,4,3,1,3,4,1608,6.81,13,280,1.19
"2658",2658,41,"No","Travel_Rarely","Research & Development",13,4,"Life Sciences",1,"Female",1,"Healthcare Representative","Married",109200,0,"Y",15,8,1,21,3,20,0,10,1,2,3,4,3,1843.9,7.81,13,44.1,0.19
"2659",2659,34,"No","Travel_Rarely","Sales",1,3,"Medical",1,"Female",1,"Laboratory Technician","Married",62320,1,"Y",13,8,1,8,3,8,1,7,4,3,3,3,3,1700.1,7.36,18,147.9,0.64
"2660",2660,36,"No","Non-Travel","Sales",1,1,"Medical",1,"Female",1,"Human Resources","Divorced",132470,1,"Y",14,8,0,15,3,15,11,11,4,4,2,3,3,1861.4,7.69,7,74.6,0.31
"2661",2661,41,"No","Travel_Rarely","Research & Development",1,5,"Medical",1,"Male",1,"Healthcare Representative","Divorced",40810,2,"Y",13,8,0,14,3,5,0,4,3,2,3,3,3,1685.5,7.08,11,218.5,0.92
"2662",2662,32,"No","Travel_Rarely","Sales",9,4,"Life Sciences",1,"Female",2,"Research Scientist","Single",57690,1,"Y",11,8,0,4,3,4,1,2,4,1,3,3,3,1587.2,6.7,12,308.8,1.3
"2663",2663,35,"No","Travel_Rarely","Research & Development",16,3,"Medical",1,"Female",2,"Healthcare Representative","Single",23940,1,"Y",16,8,1,9,3,9,1,7,3,4,3,3,3,2527.3,10.49,8,599.3,2.49
"2664",2664,38,"No","Travel_Rarely","Research & Development",23,3,"Medical",1,"Male",3,"Sales Representative","Married",39040,1,"Y",22,8,0,10,3,10,1,9,1,4,3,2,4,1687.2,6.91,5,264.8,1.09
"2665",2665,50,"Yes","Travel_Frequently","Sales",4,2,"Life Sciences",1,"Female",2,"Laboratory Technician","Divorced",167990,7,"Y",14,8,1,12,2,6,0,1,2,3,3,2,3,1690.6,7.19,14,189.4,0.81
"2666",2666,36,"No","Travel_Rarely","Research & Development",22,4,"Life Sciences",1,"Male",1,"Healthcare Representative","Married",29500,4,"Y",14,8,0,8,1,6,0,0,2,4,2,2,3,1511.3,6.3,9,408.7,1.7
"2667",2667,45,"No","Travel_Rarely","Sales",24,3,"Life Sciences",1,"Male",1,"Laboratory Technician","Single",36290,8,"Y",16,8,1,8,2,5,0,1,4,3,3,4,3,1416,6.08,16,448,1.92
"2668",2668,40,"No","Travel_Rarely","Sales",10,4,"Life Sciences",1,"Male",1,"Research Scientist","Single",93620,2,"Y",11,8,1,8,6,2,2,2,3,3,3,3,3,1448.9,6.22,16,415.1,1.78
"2669",2669,35,"No","Travel_Frequently","Sales",7,2,"Life Sciences",1,"Male",2,"Manufacturing Director","Married",32290,1,"Y",25,8,0,10,2,10,0,2,3,3,4,2,4,2053.3,8.38,4,93.3,0.38
"2670",2670,40,"No","Travel_Rarely","Research & Development",17,4,"Life Sciences",1,"Male",1,"Manager","Married",35780,2,"Y",14,8,1,20,2,5,0,2,3,3,3,3,3,1727.3,7.51,19,112.7,0.49
"2671",2671,35,"No","Travel_Rarely","Human Resources",14,1,"Life Sciences",1,"Male",2,"Research Scientist","Married",79880,1,"Y",18,8,0,4,3,4,1,1,3,4,3,3,3,1573.9,6.9,21,250.1,1.1
"2672",2672,29,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Male",3,"Sales Executive","Married",42840,4,"Y",11,8,0,10,5,4,0,3,4,2,3,2,3,2331.7,9.8,11,427.7,1.8
"2673",2673,29,"No","Travel_Rarely","Research & Development",5,3,"Medical",1,"Male",2,"Sales Representative","Single",75530,1,"Y",19,8,0,5,3,5,0,4,4,1,1,3,3,1382.6,6.12,23,425.4,1.88
"2674",2674,50,"Yes","Travel_Rarely","Research & Development",17,3,"Medical",1,"Male",1,"Research Scientist","Divorced",173280,4,"Y",15,8,2,20,1,3,2,0,4,1,3,3,3,2245,9.59,15,373,1.59
"2675",2675,39,"No","Travel_Rarely","Sales",25,3,"Medical",1,"Male",2,"Sales Executive","Married",197010,0,"Y",11,8,0,21,3,20,9,6,2,4,2,4,3,1746.4,7.5,16,117.6,0.5
"2676",2676,31,"No","Non-Travel","Research & Development",8,4,"Life Sciences",1,"Female",4,"Sales Executive","Single",147320,0,"Y",12,8,0,10,3,9,1,7,2,1,3,3,3,1705.9,7.26,14,174.1,0.74
"2677",2677,26,"No","Travel_Rarely","Research & Development",11,4,"Medical",1,"Male",2,"Manager","Single",92780,0,"Y",20,8,0,5,3,4,0,0,4,3,3,3,4,1715.7,7.53,21,108.3,0.48
"2678",2678,36,"No","Travel_Frequently","Research & Development",5,1,"Technical Degree",1,"Male",1,"Sales Executive","Married",13590,4,"Y",12,8,0,17,2,5,0,3,3,4,3,3,3,1878.3,7.7,5,73.7,0.3
"2679",2679,39,"No","Travel_Rarely","Research & Development",2,1,"Medical",1,"Female",1,"Research Scientist","Married",47790,4,"Y",14,8,2,9,3,7,1,7,4,1,3,3,3,1461.3,5.99,5,490.7,2.01
"2680",2680,27,"No","Travel_Rarely","Research & Development",8,2,"Medical",1,"Male",1,"Laboratory Technician","Married",164220,1,"Y",20,8,1,6,3,6,0,3,2,2,3,3,4,2221.2,9.29,10,309.2,1.29
"2681",2681,49,"No","Travel_Frequently","Research & Development",6,1,"Medical",1,"Male",3,"Healthcare Representative","Married",29960,2,"Y",18,8,1,17,2,9,0,8,4,2,2,2,3,1501.2,6.42,15,370.8,1.58
"2682",2682,34,"No","Travel_Rarely","Sales",4,3,"Medical",1,"Female",1,"Sales Executive","Married",12610,2,"Y",14,8,1,6,6,4,1,2,2,3,4,3,3,1494.9,6.47,18,353.1,1.53
"2683",2683,41,"Yes","Travel_Rarely","Research & Development",7,2,"Life Sciences",1,"Female",1,"Research Scientist","Single",20990,8,"Y",12,8,1,8,2,6,0,5,2,4,1,3,3,2036.7,8.59,12,140.7,0.59
"2684",2684,49,"No","Travel_Frequently","Sales",1,4,"Life Sciences",1,"Female",2,"Manufacturing Director","Married",58100,1,"Y",21,8,1,10,2,10,1,7,3,2,3,3,4,1526.8,6.7,21,297.2,1.3
"2685",2685,37,"Yes","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",1,"Sales Executive","Single",56470,6,"Y",19,8,0,7,2,0,0,0,4,3,3,3,3,1962,8.49,18,114,0.49
"2686",2686,33,"No","Travel_Frequently","Research & Development",10,2,"Medical",1,"Male",2,"Research Scientist","Married",34200,1,"Y",14,8,0,8,3,8,3,0,4,3,3,3,3,2198.1,9.52,18,350.1,1.52
"2687",2687,27,"No","Travel_Rarely","Sales",5,4,"Medical",1,"Female",4,"Manufacturing Director","Married",44000,9,"Y",17,8,1,6,3,2,2,2,1,2,3,2,3,1545.7,6.39,7,390.3,1.61
"2688",2688,32,"No","Travel_Frequently","Research & Development",9,2,"Medical",1,"Female",2,"Research Scientist","Single",35000,0,"Y",16,8,1,8,2,7,3,6,4,4,2,2,3,1718.3,7.25,12,177.7,0.75
"2689",2689,59,"No","Travel_Rarely","Sales",2,2,"Marketing",1,"Female",5,"Sales Representative","Married",20660,4,"Y",12,8,1,12,3,1,0,0,3,1,2,3,3,2382.5,9.97,10,470.5,1.97
"2690",2690,30,"No","Travel_Rarely","Research & Development",11,4,"Medical",1,"Male",2,"Laboratory Technician","Divorced",171690,1,"Y",17,8,2,1,2,1,0,0,4,3,3,3,3,1497.2,6.4,15,374.8,1.6
"2691",2691,38,"No","Travel_Frequently","Sales",18,4,"Life Sciences",1,"Male",2,"Healthcare Representative","Single",41620,0,"Y",15,8,1,10,1,9,1,8,4,3,3,3,3,1925.7,7.99,8,2.3,0.01
"2692",2692,36,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences",1,"Male",1,"Sales Executive","Married",92040,6,"Y",23,8,1,17,2,7,7,7,3,3,2,3,4,1775.8,7.82,22,40.2,0.18
"2693",2693,35,"No","Travel_Rarely","Human Resources",3,4,"Human Resources",1,"Male",2,"Manager","Married",32940,0,"Y",11,8,0,6,2,5,0,3,1,2,3,3,3,1769.3,7.5,13,118.7,0.5
"2694",2694,29,"No","Travel_Rarely","Sales",29,4,"Life Sciences",1,"Male",2,"Laboratory Technician","Single",21270,0,"Y",11,8,1,10,3,9,0,8,4,3,3,2,3,2489.3,10.73,17,633.3,2.73
"2695",2695,31,"No","Travel_Rarely","Research & Development",2,2,"Medical",1,"Male",2,"Laboratory Technician","Divorced",39750,1,"Y",15,8,1,5,3,5,4,3,1,3,2,3,3,1513.4,6.33,10,398.6,1.67
"2696",2696,34,"No","Travel_Rarely","Research & Development",28,3,"Technical Degree",1,"Male",1,"Laboratory Technician","Divorced",107930,0,"Y",11,8,3,3,1,2,1,2,2,4,3,2,3,1761,7.59,17,95,0.41
"2697",2697,28,"Yes","Travel_Rarely","Research & Development",1,4,"Life Sciences",1,"Male",5,"Research Director","Single",100960,2.69483033477568,"Y",13,8,0,6,2,4,0,3,3,3,3,3,3,2554.8,10.51,6,610.8,2.51
"2698",2698,29,"No","Travel_Rarely","Research & Development",16,2,"Life Sciences",1,"Female",4,"Laboratory Technician","Divorced",36460,1,"Y",14,8,0,10,3,10,8,8,2,1,3,4,3,1834.3,8.01,20,2.29999999999999,0.01
